35 -213.6548868832 2 1 25 325 1.16 1
36 26641.569149272 2 0 25 300 1.19 1
37 -24027.212204557 2 1 25 300 1.19 1
38 -283.41603423999 3 3 15 275 1.25 1
39  212.47284400179 3 3 20 275 1.22 1
